"rsid"	"pval_method1"
"rs4927"	0.93077236
"rs4928"	0.29132043
"rs4929"	0.5280782
"rs4930"	0.63371409
"rs4931"	0.36672876
"rs4932"	0.70093819
"rs4933"	0.86827746
"rs4934"	0.85685129
"rs4935"	0.41035126
"rs4936"	0.7246229
"rs4937"	0.59901511
"rs4938"	0.6847677
"rs4939"	0.01439044
"rs4940"	0.17989138
"rs4941"	0.8757966
"rs4942"	0.09377677
"rs4943"	0.68387989
"rs4944"	0.6461836
"rs4945"	0.47975254
"rs4946"	0.77826808
"rs4947"	0.51099873
"rs4948"	0.72070243
"rs4949"	0.54585234
"rs4950"	0.18971414
"rs4951"	0.41113797
"rs4952"	0.64735334
"rs4953"	0.07016052
"rs4954"	0.05405869
"rs4955"	0.79154063
"rs4956"	0.5822739
"rs4957"	0.03563064
"rs4958"	0.84171031
"rs4959"	0.81484545
"rs4960"	0.08636887
"rs4961"	0.24440293
"rs4962"	0.56059724
"rs4963"	0.54819048
"rs4964"	0.04818316
"rs4965"	0.52006453
"rs4966"	0.51696898
"rs4967"	0.3571991
"rs4968"	0.2280262
"rs4969"	0.28663905
"rs4970"	0.43774374
"rs4971"	0.30593972
"rs4972"	0.15197624
"rs4973"	0.92427539
"rs4974"	0.43656605
"rs4975"	0.55720494
"rs4976"	0.91681647
"rs4977"	0.4741778
"rs4978"	0.70066396
"rs4979"	0.3578179
"rs4980"	0.02264789
"rs4981"	0.52674879
"rs4982"	0.7056073
"rs4983"	0.00449904
"rs4984"	0.21638115
"rs4985"	0.10821135
"rs4986"	0.35293255
"rs4987"	0.23837426
"rs4988"	0.67931395
"rs4989"	0.4814928
"rs4990"	0.37202106
"rs4991"	0.95363322
"rs4992"	0.85317615
"rs4993"	0.53329663
"rs4994"	0.99876731
"rs4995"	0.83858749
"rs4996"	0.77987859
"rs4997"	0.46400659
"rs4998"	0.31106538
"rs4999"	0.28842591
"rs5000"	0.47231296
"rs5001"	0.91789804
"rs5002"	0.82620683
"rs5003"	0.05958049
"rs5004"	0.878871
"rs5005"	0.52065796
"rs5006"	0.44784661
"rs5007"	0.54453987
"rs5008"	0.46081491
"rs5009"	0.04033
"rs5010"	0.34766865
"rs5011"	0.39275806
"rs5012"	0.12234663
"rs5013"	0.21752323
"rs5014"	0.91706812
"rs5015"	0.25424597
"rs5016"	0.65960953
"rs5017"	0.23152601
"rs5018"	0.86935261
"rs5019"	0.31413718
"rs5020"	0.02027232
"rs5021"	0.4567396
"rs5022"	0.06264935
"rs5023"	0.30778939
"rs5024"	0.99531842
"rs5025"	0.22552425
"rs5026"	0.79864643
"rs5027"	0.67442737
"rs5028"	0.06308478
"rs5029"	0.02222604
"rs5030"	0.07406753
"rs5031"	0.49072631
"rs5032"	0.04933213
"rs5033"	0.16017161
"rs5034"	0.01750954
"rs5035"	0.48466948
"rs5036"	0.34890381
"rs5037"	0.79713178
"rs5038"	0.86545297
"rs5039"	0.70421212
"rs5040"	0.17197843
"rs5041"	0.48300352
"rs5042"	0.34186079
"rs5043"	0.01213672
"rs5044"	0.77464612
"rs5045"	0.19602265
"rs5046"	0.50947517
"rs5047"	0.39389804
"rs5048"	0.62082261
"rs5049"	0.84469026
"rs5050"	0.39034159
"rs5051"	0.33246051
"rs5052"	0.84779012
"rs5053"	0.74740626
"rs5054"	0.67506439
"rs5055"	0.38506918
"rs5056"	0.62456709
"rs5057"	0.32805721
"rs5058"	0.29197653
"rs5059"	0.02155948
"rs5060"	0.50261536
"rs5061"	0.29858414
"rs5062"	0.52805769
"rs5063"	0.11023289
"rs5064"	0.60393653
"rs5065"	0.76590389
"rs5066"	0.15066402
"rs5067"	0.26793027
"rs5068"	0.59667647
"rs5069"	0.47802055
"rs5070"	0.18121865
"rs5071"	0.50156319
"rs5072"	0.58202278
"rs5073"	0.126719
"rs5074"	0.70715355
"rs5075"	0.12636239
"rs5076"	0.30106534
"rs5077"	0.02742005
"rs5078"	0.36548275
"rs5079"	0.58288436
"rs5080"	0.76308817
"rs5081"	0.0102347
"rs5082"	0.78813804
"rs5083"	0.98468317
"rs5084"	0.66250381
"rs5085"	0.13343611
"rs5086"	0.58856211
"rs5087"	0.64045241
"rs5088"	0.265759
"rs5089"	0.34007027
"rs5090"	0.0089423
"rs5091"	0.80293047
"rs5092"	0.87516518
"rs5093"	0.8782646
"rs5094"	0.50003726
"rs5095"	0.54151144
"rs5096"	0.53298081
"rs5097"	0.40948221
"rs5098"	0.73849597
"rs5099"	0.50254491
"rs5100"	0.27739573
"rs5101"	0.80320614
"rs5102"	0.77505287
"rs5103"	0.49822339
"rs5104"	0.45824536
"rs5105"	0.97271194
"rs5106"	0.76332501
"rs5107"	0.35383855
"rs5108"	0.73777872
"rs5109"	0.01376002
"rs5110"	0.59175716
"rs5111"	0.19627989
"rs5112"	0.00839287
"rs5113"	0.1769407
"rs5114"	0.18475829
"rs5115"	0.57079853
"rs5116"	0.80314795
"rs5117"	0.51615122
"rs5118"	0.41181961
"rs5119"	0.55738673
"rs5120"	0.64234331
"rs5121"	0.12086963
"rs5122"	0.00094427
"rs5123"	0.07243037
"rs5124"	0.57605473
"rs5125"	0.317364
"rs5126"	0.91270116
"rs5127"	0.32758862
"rs5128"	0.44299935
"rs5129"	0.52362177
"rs5130"	0.26562945
"rs5131"	0.81136543
"rs5132"	0.08697222
"rs5133"	0.80120272
"rs5134"	0.08269254
"rs5135"	0.07000963
"rs5136"	0.64889566
"rs5137"	0.7913016
"rs5138"	0.65887753
"rs5139"	0.73191328
"rs5140"	0.80601186
"rs5141"	0.98802331
"rs5142"	0.86849621
"rs5143"	0.00563743
"rs5144"	0.6418745
"rs5145"	0.29987297
"rs5146"	0.97811807
"rs5147"	0.32887237
"rs5148"	0.3151132
"rs5149"	0.16458726
"rs5150"	0.49937377
"rs5151"	0.85107666
"rs5152"	0.11956467
"rs5153"	0.16909003
"rs5154"	0.49427087
"rs5155"	0.37870335
"rs5156"	0.70088217
"rs5157"	0.59142876
"rs5158"	0.02888421
"rs5159"	0.09624043
"rs5160"	0.98754478
"rs5161"	0.69826511
"rs5162"	0.66921228
"rs5163"	0.1715715
"rs5164"	0.01230476
"rs5165"	0.37877563
"rs5166"	0.95293333
"rs5167"	0.15005279
"rs5168"	0.46739098
"rs5169"	0.73055637
"rs5170"	0.0750981
"rs5171"	0.64693354
"rs5172"	0.04009856
"rs5173"	0.89017214
"rs5174"	0.26930548
"rs5175"	0.25792123
"rs5176"	0.39777514
"rs5177"	0.12800971
"rs5178"	0.49145566
"rs5179"	0.20487782
"rs5180"	0.04298878
"rs5181"	0.91368652
"rs5182"	0.42412487
"rs5183"	0.97223215
"rs5184"	0.50186761
"rs5185"	0.99150285
"rs5186"	0.86843207
"rs5187"	0.34256337
"rs5188"	0.77884973
"rs5189"	0.66623731
"rs5190"	0.66398477
"rs5191"	0.52234639
"rs5192"	0.36709448
"rs5193"	0.27503908
"rs5194"	0.18683321
"rs5195"	0.5972991
"rs5196"	0.37697403
"rs5197"	0.84253082
"rs5198"	0.59087844
"rs5199"	0.14806975
"rs5200"	0.02369946
"rs5201"	0.02178347
"rs5202"	0.74355033
"rs5203"	0.22227219
"rs5204"	0.34282401
"rs5205"	0.67722841
"rs5206"	0.50887662
"rs5207"	0.43449374
"rs5208"	0.3666392
"rs5209"	0.28570089
"rs5210"	0.79947491
"rs5211"	0.32589144
"rs5212"	0.94922967
"rs5213"	0.80668065
"rs5214"	0.98446036
"rs5215"	0.08698751
"rs5216"	0.26869096
"rs5217"	0.47756646
"rs5218"	0.89946012
"rs5219"	0.56685816
"rs5220"	0.54875995
"rs5221"	0.87354937
"rs5222"	0.50377128
"rs5223"	0.6923543
"rs5224"	0.09901343
"rs5225"	0.22260082
"rs5226"	0.04835031
"rs5227"	0.63791937
"rs5228"	0.27738498
"rs5229"	0.04018425
"rs5230"	0.92426869
"rs5231"	0.24144512
"rs5232"	0.07968251
"rs5233"	0.45820545
"rs5234"	0.33181668
"rs5235"	0.47890596
"rs5236"	0.29518951
"rs5237"	0.18899396
"rs5238"	0.4118818
"rs5239"	0.04104153
"rs5240"	0.79716607
"rs5241"	0.47142551
"rs5242"	0.79739443
"rs5243"	0.17224362
"rs5244"	0.79372083
"rs5245"	0.44407062
"rs5246"	0.76870846
"rs5247"	0.91368015
"rs5248"	0.74953022
"rs5249"	0.52833285
"rs5250"	0.42871756
"rs5251"	0.02753216
"rs5252"	0.3752924
"rs5253"	0.65537529
"rs5254"	0.13715336
"rs5255"	0.75425624
"rs5256"	0.45827244
"rs5257"	0.66828335
"rs5258"	0.73765518
"rs5259"	0.80308687
"rs5260"	0.616476
"rs5261"	0.3744185
"rs5262"	0.47766122
"rs5263"	0.62710496
"rs5264"	0.15890215
"rs5265"	0.89778529
"rs5266"	0.80507515
"rs5267"	0.79911711
"rs5268"	0.35559389
"rs5269"	0.1983232
"rs5270"	0.13639459
"rs5271"	0.43682505
"rs5272"	0.79579625
"rs5273"	0.63735902
"rs5274"	0.33180344
"rs5275"	0.92282694
"rs5276"	0.73814368
"rs5277"	0.92718629
"rs5278"	0.37763133
"rs5279"	0.02113202
"rs5280"	0.90795266
"rs5281"	0.60900457
"rs5282"	0.7621602
"rs5283"	0.14430378
"rs5284"	0.59766465
"rs5285"	0.88316679
"rs5286"	0.97693607
"rs5287"	0.60262178
"rs5288"	0.07199021
"rs5289"	0.37938442
"rs5290"	0.83769842
"rs5291"	0.53703682
"rs5292"	0.73812171
"rs5293"	0.52119213
"rs5294"	0.65642711
"rs5295"	0.74512804
"rs5296"	0.42243031
"rs5297"	0.01006363
"rs5298"	0.32029478
"rs5299"	0.70702901
"rs5300"	0.21443158
"rs5301"	0.0857112
"rs5302"	0.15754654
"rs5303"	0.61656774
"rs5304"	0.58578931
"rs5305"	0.35461738
"rs5306"	0.39131994
"rs5307"	0.87872599
"rs5308"	0.41353562
"rs5309"	0.40658489
"rs5310"	0.02568105
"rs5311"	0.28515922
"rs5312"	0.45191391
"rs5313"	0.43497257
"rs5314"	0.52812623
"rs5315"	0.28598542
"rs5316"	0.44274925
"rs5317"	0.97559128
"rs5318"	0.9799975
"rs5319"	0.10361529
"rs5320"	0.21907207
"rs5321"	0.88276261
"rs5322"	0.61674669
"rs5323"	0.78215501
"rs5324"	0.38220125
"rs5325"	0.54744409
"rs5326"	0.58643479
"rs5327"	0.22714936
"rs5328"	0.42841553
"rs5329"	0.00300116
"rs5330"	0.08137552
"rs5331"	0.01656855
"rs5332"	0.28845346
"rs5333"	0.71605451
"rs5334"	0.45471031
"rs5335"	0.8682962
"rs5336"	0.4842891
"rs5337"	0.28009937
"rs5338"	0.72581596
"rs5339"	0.07838677
"rs5340"	0.77477903
"rs5341"	0.97491255
"rs5342"	0.99155257
"rs5343"	0.82154416
"rs5344"	0.13555578
"rs5345"	0.49822613
"rs5346"	0.46872991
"rs5347"	0.13656521
"rs5348"	0.52148837
"rs5349"	0.5998461
"rs5350"	0.54768783
"rs5351"	0.67511283
"rs5352"	0.25341142
"rs5353"	0.84698275
"rs5354"	0.72549382
"rs5355"	0.55204988
"rs5356"	0.62191025
"rs5357"	0.47489285
"rs5358"	0.49916115
"rs5359"	0.47038135
"rs5360"	0.46463375
"rs5361"	0.12984974
"rs5362"	0.29744906
"rs5363"	0.60528996
"rs5364"	0.30005141
"rs5365"	0.37189411
"rs5366"	0.26812034
"rs5367"	0.25305538
"rs5368"	0.65938611
"rs5369"	0.64928313
"rs5370"	0.96064188
"rs5371"	0.63109406
"rs5372"	0.08185761
"rs5373"	0.33761433
"rs5374"	0.99022418
"rs5375"	0.28408589
"rs5376"	0.57759053
"rs5377"	0.15134702
"rs5378"	0.43426422
"rs5379"	0.29946968
"rs5380"	0.29022642
"rs5381"	0.3629281
"rs5382"	0.91634217
"rs5383"	0.77164683
"rs5384"	0.08839482
"rs5385"	0.03624661
"rs5386"	0.23190214
"rs5387"	0.71836123
"rs5388"	0.21616387
"rs5389"	0.59264413
"rs5390"	0.51650091
"rs5391"	0.27337996
"rs5392"	0.70334321
"rs5393"	0.91533755
"rs5394"	0.26660352
"rs5395"	0.00858506
"rs5396"	0.66495195
"rs5397"	0.18919956
"rs5398"	0.56457744
"rs5399"	0.11655522
"rs5400"	0.35701907
"rs5401"	0.17285663
"rs5402"	0.45112303
"rs5403"	0.63390144
"rs5404"	0.93871146
"rs5405"	0.77200357
"rs5406"	0.08143995
"rs5407"	0.48058822
"rs5408"	0.57401637
"rs5409"	0.51221064
"rs5410"	0.696083
"rs5411"	0.18076612
"rs5412"	0.58777311
"rs5413"	0.44532785
"rs5414"	0.08385105
"rs5415"	0.68114913
"rs5416"	0.86670238
"rs5417"	0.29250205
"rs5418"	0.59013975
"rs5419"	0.55972424
"rs5420"	0.83709238
"rs5421"	0.36517716
"rs5422"	0.17020559
"rs5423"	0.63354912
"rs5424"	0.25246683
"rs5425"	0.11824315
"rs5426"	0.59608526
"rs5427"	0.50403125
"rs5428"	0.58432608
"rs5429"	0.32394948
"rs5430"	0.49214791
"rs5431"	0.64570365
"rs5432"	0.30275783
"rs5433"	0.43208006
"rs5434"	0.10475169
"rs5435"	0.89614261
"rs5436"	0.81234142
"rs5437"	0.51985096
"rs5438"	0.44222221
"rs5439"	0.55863087
"rs5440"	0.44638486
"rs5441"	0.71980694
"rs5442"	0.34244598
"rs5443"	0.34487356
"rs5444"	0.12324633
"rs5445"	0.52833295
"rs5446"	0.23129963
"rs5447"	0.82353654
"rs5448"	0.387013
"rs5449"	0.46678685
"rs5450"	0.47228026
"rs5451"	0.98996947
"rs5452"	0.16475082
"rs5453"	0.98691341
"rs5454"	0.61790618
"rs5455"	0.77735221
"rs5456"	0.26136615
"rs5457"	0.51460402
"rs5458"	0.40902779
"rs5459"	0.89927918
"rs5460"	0.15676926
"rs5461"	0.19675412
"rs5462"	0.41052469
"rs5463"	0.13105608
"rs5464"	0.03155874
"rs5465"	0.78180269
"rs5466"	0.7579021
"rs5467"	0.26772319
"rs5468"	0.76449617
"rs5469"	0.98748342
"rs5470"	0.09176811
"rs5471"	0.16894803
"rs5472"	0.0375782
"rs5473"	0.74411918
"rs5474"	0.43762768
"rs5475"	0.70848478
"rs5476"	0.11807501
"rs5477"	0.31486153
"rs5478"	0.59499296
"rs5479"	0.4787433
"rs5480"	0.52918828
"rs5481"	0.08089825
"rs5482"	0.6332396
"rs5483"	0.9222933
"rs5484"	0.40497331
"rs5485"	0.5793052
"rs5486"	0.46973842
"rs5487"	0.19019038
"rs5488"	0.24898156
"rs5489"	0.88862779
"rs5490"	0.19953105
"rs5491"	0.61029079
"rs5492"	0.06434681
"rs5493"	0.56684165
"rs5494"	0.1037701
"rs5495"	0.03268341
"rs5496"	0.8587851
"rs5497"	0.97183749
"rs5498"	0.39079441
"rs5499"	0.95091052
"rs5500"	0.92944212
"rs5501"	0.72460083
"rs5502"	0.32304124
"rs5503"	0.69341936
"rs5504"	0.7320407
"rs5505"	0.12919891
"rs5506"	0.0579402
"rs5507"	0.75545039
"rs5508"	0.69182131
"rs5509"	0.45957216
"rs5510"	0.31444504
"rs5511"	0.0884397
"rs5512"	0.12232903
"rs5513"	0.53346101
"rs5514"	0.50665302
"rs5515"	0.27387895
"rs5516"	0.64532418
"rs5517"	0.98914082
"rs5518"	0.97117432
"rs5519"	0.57040926
"rs5520"	0.73236419
"rs5521"	0.33535453
"rs5522"	0.65826119
"rs5523"	0.04254812
"rs5524"	0.01774
"rs5525"	0.18799317
"rs5526"	0.28071946
"rs5527"	0.6655603
"rs5528"	0.48424359
"rs5529"	0.45776655
"rs5530"	0.17251191
"rs5531"	0.24176969
"rs5532"	0.04922269
"rs5533"	0.85825041
"rs5534"	0.7829598
"rs5535"	0.56460262
"rs5536"	0.48137599
"rs5537"	0.50930395
"rs5538"	0.19379502
"rs5539"	0.27992167
"rs5540"	0.78376812
"rs5541"	0.04407516
"rs5542"	0.28587985
"rs5543"	0.34212527
"rs5544"	0.08272441
"rs5545"	0.59374987
"rs5546"	0.19510122
"rs5547"	0.1492131
"rs5548"	0.64792203
"rs5549"	0.45572953
"rs5550"	0.05385726
"rs5551"	0.49683229
"rs5552"	0.95147732
"rs5553"	0.87417933
"rs5554"	0.98149614
"rs5555"	0.82923322
"rs5556"	0.44921345
"rs5557"	0.92365801
"rs5558"	0.40408574
"rs5559"	0.08739101
"rs5560"	0.08899962
"rs5561"	0.17934616
"rs5562"	0.31527286
"rs5563"	0.72667578
"rs5564"	0.07451308
"rs5565"	0.2777886
"rs5566"	0.56149253
"rs5567"	0.68852416
"rs5568"	0.49095177
"rs5569"	0.42448271
"rs5570"	0.79476812
"rs5571"	0.9657898
"rs5572"	0.88854623
"rs5573"	0.94324829
"rs5574"	0.81652817
"rs5575"	0.55005988
"rs5576"	0.94312205
"rs5577"	0.65389218
"rs5578"	0.29849251
"rs5579"	0.40679332
"rs5580"	0.2956767
"rs5581"	0.62014636
"rs5582"	0.65038963
"rs5583"	0.16329167
"rs5584"	0.79982377
"rs5585"	0.72772337
"rs5586"	0.71121652
"rs5587"	0.16007991
"rs5588"	0.75465067
"rs5589"	0.48567185
"rs5590"	0.07785097
"rs5591"	0.36749185
"rs5592"	0.79996612
"rs5593"	0.23777562
"rs5594"	0.42949952
"rs5595"	0.51742681
"rs5596"	0.5713621
"rs5597"	0.14026789
"rs5598"	0.53608456
"rs5599"	0.12146445
"rs5600"	0.84061218
"rs5601"	0.72451931
"rs5602"	0.14911088
"rs5603"	0.29665365
"rs5604"	0.5582651
"rs5605"	0.9348777
"rs5606"	0.4836738
"rs5607"	0.94305245
"rs5608"	0.10714123
"rs5609"	0.38499297
"rs5610"	0.75493047
"rs5611"	0.57945638
"rs5612"	0.13371051
"rs5613"	0.93941161
"rs5614"	0.63492523
"rs5615"	0.42383903
"rs5616"	0.54720455
"rs5617"	0.62338527
"rs5618"	0.58342126
"rs5619"	0.33611098
"rs5620"	0.65327996
"rs5621"	0.13903716
"rs5622"	0.66678192
"rs5623"	0.17093432
"rs5624"	0.35286363
"rs5625"	0.7106661
"rs5626"	0.91840686
"rs5627"	0.62332952
"rs5628"	0.18522947
"rs5629"	0.49146542
"rs5630"	0.61260828
"rs5631"	0.22479787
"rs5632"	0.87988104
"rs5633"	0.14382597
"rs5634"	0.62741612
"rs5635"	0.76411029
"rs5636"	0.6462805
"rs5637"	0.66729412
"rs5638"	0.97012138
"rs5639"	0.6198248
"rs5640"	0.02215241
"rs5641"	0.44046083
"rs5642"	0.36913899
"rs5643"	0.82694665
"rs5644"	0.75984857
"rs5645"	0.35545702
"rs5646"	0.51219562
"rs5647"	0.97866149
"rs5648"	0.94484369
"rs5649"	0.72019183
"rs5650"	0.52452351
"rs5651"	0.97481219
"rs5652"	0.66214251
"rs5653"	0.79098766
"rs5654"	0.21430975
"rs5655"	0.99275288
"rs5656"	0.96999359
"rs5657"	0.33965231
"rs5658"	0.50486402
"rs5659"	0.01029503
"rs5660"	0.03190779
"rs5661"	0.20565989
"rs5662"	0.16987064
"rs5663"	0.44859383
"rs5664"	0.57771386
"rs5665"	0.32162118
"rs5666"	0.70306743
"rs5667"	0.62938244
"rs5668"	0.78152287
"rs5669"	0.11850567
"rs5670"	0.42979849
"rs5671"	0.16338925
"rs5672"	0.75055608
"rs5673"	0.99178396
"rs5674"	0.81620393
"rs5675"	0.1001469
"rs5676"	0.25967474
"rs5677"	0.80864125
"rs5678"	0.09688356
"rs5679"	0.92188772
"rs5680"	0.81227889
"rs5681"	0.08574199
"rs5682"	0.54597166
"rs5683"	0.60993014
"rs5684"	0.35089595
"rs5685"	0.30471316
"rs5686"	0.64695234
"rs5687"	0.04998179
"rs5688"	0.0333142
"rs5689"	0.76716206
"rs5690"	0.65487123
"rs5691"	0.62662118
"rs5692"	0.45549004
"rs5693"	0.66056212
"rs5694"	0.24587107
"rs5695"	0.67150027
"rs5696"	0.30355178
"rs5697"	0.3429751
"rs5698"	0.10471019
"rs5699"	0.01906637
"rs5700"	0.36842361
"rs5701"	0.76491187
"rs5702"	0.35668934
"rs5703"	0.43393482
"rs5704"	0.28088463
"rs5705"	0.26904433
"rs5706"	0.33229708
"rs5707"	0.31011225
"rs5708"	0.04195832
"rs5709"	0.59684879
"rs5710"	0.90060764
"rs5711"	0.80867811
"rs5712"	0.12226061
"rs5713"	0.43609301
"rs5714"	0.8617489
"rs5715"	0.76398561
"rs5716"	0.78380274
"rs5717"	0.97674331
"rs5718"	0.33305629
"rs5719"	0.83233068
"rs5720"	0.31498818
"rs5721"	0.70966967
"rs5722"	0.39220228
"rs5723"	0.37228689
"rs5724"	0.52603301
"rs5725"	0.5866209
"rs5726"	0.86902158
"rs5727"	0.77707121
"rs5728"	0.0273552
"rs5729"	0.71501795
"rs5730"	0.03645007
"rs5731"	0.74383922
"rs5732"	0.72627198
"rs5733"	0.28580684
"rs5734"	0.40673018
"rs5735"	0.50416541
"rs5736"	0.96644303
"rs5737"	0.2910501
"rs5738"	0.92536752
"rs5739"	0.03274637
"rs5740"	0.93139203
"rs5741"	0.0063981
"rs5742"	0.34064494
"rs5743"	0.89294698
"rs5744"	0.9740587
"rs5745"	0.64050333
"rs5746"	0.37175819
"rs5747"	0.04028145
"rs5748"	0.82202854
"rs5749"	0.3701872
"rs5750"	0.37400684
"rs5751"	0.98344685
"rs5752"	0.13774596
"rs5753"	0.49001393
"rs5754"	0.67660558
"rs5755"	0.545521
"rs5756"	0.68182526
"rs5757"	0.18328344
"rs5758"	0.18815162
"rs5759"	0.71100681
"rs5760"	0.65692517
"rs5761"	0.55884101
"rs5762"	0.57209968
"rs5763"	0.49238525
"rs5764"	0.57773265
"rs5765"	0.45555147
"rs5766"	0.02858556
"rs5767"	0.14245872
"rs5768"	0.04532334
"rs5769"	0.66410257
"rs5770"	0.56939219
"rs5771"	0.8210298
"rs5772"	0.0621251
"rs5773"	0.2008933
"rs5774"	0.71796679
"rs5775"	0.44853952
"rs5776"	0.28911417
"rs5777"	0.61837821
"rs5778"	0.16214748
"rs5779"	0.85596853
"rs5780"	0.81729645
"rs5781"	0.24399581
"rs5782"	0.64591676
"rs5783"	0.25756834
"rs5784"	0.31539644
"rs5785"	0.94612333
"rs5786"	0.71518993
"rs5787"	0.74188214
"rs5788"	0.11048943
"rs5789"	0.39396757
"rs5790"	0.86664304
"rs5791"	0.14483988
"rs5792"	0.27958645
"rs5793"	0.8058662
"rs5794"	0.11113609
"rs5795"	0.10853945
"rs5796"	0.77992154
"rs5797"	0.16741672
"rs5798"	0.45828659
"rs5799"	0.28026784
"rs5800"	0.80282456
"rs5801"	0.11744701
"rs5802"	0.63577381
"rs5803"	0.01561821
"rs5804"	0.89678963
"rs5805"	0.07722185
"rs5806"	0.38655812
"rs5807"	0.62910643
"rs5808"	0.84089042
"rs5809"	0.04151167
"rs5810"	0.25981589
"rs5811"	0.23882606
"rs5812"	0.42327735
"rs5813"	0.81832063
"rs5814"	0.18712334
"rs5815"	0.39308535
"rs5816"	0.39279588
"rs5817"	0.64037779
"rs5818"	0.28522691
"rs5819"	0.47146764
"rs5820"	0.08637907
"rs5821"	0.20898948
"rs5822"	0.18845505
"rs5823"	0.21524057
"rs5824"	0.03315042
"rs5825"	0.73849678
"rs5826"	0.8029939
"rs5827"	0.95984505
"rs5828"	0.11689325
"rs5829"	0.75737351
"rs5830"	0.9481984
"rs5831"	0.00229829
"rs5832"	0.89905902
"rs5833"	0.48286121
"rs5834"	0.70261232
"rs5835"	0.40698762
"rs5836"	0.55953428
"rs5837"	0.3815804
"rs5838"	0.17664206
"rs5839"	0.1089937
"rs5840"	0.43531654
"rs5841"	0.40297759
"rs5842"	0.62731601
"rs5843"	0.28522874
"rs5844"	0.29455619
"rs5845"	0.45162624
"rs5846"	0.76418929
"rs5847"	0.63797953
"rs5848"	0.53040324
"rs5849"	0.72609682
"rs5850"	0.82021096
"rs5851"	0.4812625
"rs5852"	0.02238006
"rs5853"	0.93574862
"rs5854"	0.20923489
"rs5855"	0.73497821
"rs5856"	0.65481713
"rs5857"	0.37205204
"rs5858"	0.7011176
"rs5859"	0.85498224
"rs5860"	0.75500108
"rs5861"	0.44257574
"rs5862"	0.66826802
"rs5863"	0.49313222
"rs5864"	0.94310152
"rs5865"	0.16007572
"rs5866"	0.32573449
"rs5867"	0.4051361
"rs5868"	0.18491723
"rs5869"	0.02022018
"rs5870"	0.02337449
"rs5871"	0.25319623
"rs5872"	0.39969068
"rs5873"	0.29476219
"rs5874"	0.68954659
"rs5875"	0.02933237
"rs5876"	0.63108255
"rs5877"	0.97632236
"rs5878"	0.25902715
"rs5879"	0.25045309
"rs5880"	0.69217697
"rs5881"	0.75920364
"rs5882"	0.50423662
"rs5883"	0.21835485
"rs5884"	0.53265041
"rs5885"	0.67069111
"rs5886"	0.42785951
"rs5887"	0.74385956
"rs5888"	0.3817209
"rs5889"	0.32958995
"rs5890"	0.54994065
"rs5891"	0.00794133
"rs5892"	0.21920882
"rs5893"	0.37143236
"rs5894"	0.89516484
"rs5895"	0.13398639
"rs5896"	0.73149706
"rs5897"	0.05876027
"rs5898"	0.55588943
"rs5899"	0.0165056
"rs5900"	0.3922422
"rs5901"	0.80133484
"rs5902"	0.68817365
"rs5903"	0.68314953
"rs5904"	0.33868887
"rs5905"	0.73932215
"rs5906"	0.73863621
"rs5907"	0.63299157
"rs5908"	0.20447778
"rs5909"	0.23485557
"rs5910"	0.7756723
"rs5911"	0.07190134
"rs5912"	0.42975099
"rs5913"	0.82139821
"rs5914"	0.72002917
"rs5915"	0.77938212
"rs5916"	0.74661599
"rs5917"	0.07922418
"rs5918"	0.12705889
"rs5919"	0.07588658
"rs5920"	0.53415102
"rs5921"	0.453214
"rs5922"	0.92459268
"rs5923"	0.79750476
"rs5924"	0.80657309
"rs5925"	0.73846079
"rs5926"	0.68578227
"rs5927"	0.45939342
"rs5928"	0.56742165
"rs5929"	0.41096825
"rs5930"	0.53837421
"rs5931"	0.50209525
"rs5932"	0.99087412
"rs5933"	0.8366281
"rs5934"	0.15730622
"rs5935"	0.78593088
"rs5936"	0.97823568
"rs5937"	0.97953084
"rs5938"	0.81364384
"rs5939"	0.4727456
"rs5940"	0.09625825
"rs5941"	0.32310996
"rs5942"	0.13767473
"rs5943"	0.22609959
"rs5944"	0.20234414
"rs5945"	0.64527588
"rs5946"	0.1304246
"rs5947"	0.51605493
"rs5948"	0.94068102
"rs5949"	0.0624526
"rs5950"	0.97501042
"rs5951"	0.58857117
"rs5952"	0.66555572
"rs5953"	0.79260531
"rs5954"	0.04013534
"rs5955"	0.2611356
"rs5956"	0.8116929
"rs5957"	0.02482226
"rs5958"	0.68423724
"rs5959"	0.49643284
"rs5960"	0.87832374
"rs5961"	0.70302447
"rs5962"	0.66690922
"rs5963"	0.29913485
"rs5964"	0.96038088
"rs5965"	0.24398815
"rs5966"	0.85232717
"rs5967"	0.2018959
"rs5968"	0.15592311
"rs5969"	0.0750066
"rs5970"	0.18465285
"rs5971"	0.6801985
"rs5972"	0.36320056
"rs5973"	0.2369815
"rs5974"	0.33227352
"rs5975"	0.89856329
"rs5976"	0.67760229
"rs5977"	0.95672452
"rs5978"	0.25274568
"rs5979"	0.79273797
"rs5980"	0.45774301
"rs5981"	0.95602186
"rs5982"	0.701548
"rs5983"	0.40680464
"rs5984"	0.98125256
"rs5985"	0.41575776
"rs5986"	0.33403592
"rs5987"	0.88581615
"rs5988"	0.55897417
"rs5989"	0.78417567
"rs5990"	0.07818561
"rs5991"	0.26336857
"rs5992"	0.42280163
"rs5993"	0.44150567
"rs5994"	0.26252656
"rs5995"	0.09540858
"rs5996"	0.45099009
"rs5997"	0.16360716
"rs5998"	0.57658761
"rs5999"	0.22404991
"rs6000"	0.81286888
"rs6001"	0.4442457
"rs6002"	0.62134549
